"","state","year","SuicideMean","PovertyPercentage","mentalHealthMean","SZscore","MZscore","PZscore"
"286","Washington",2014,15.2,12,3.7,0.0948696471964425,-0.134753151969928,-0.489002996871697
"287","Washington",2015,15.4,11.4,3.7,0.141692408554687,-0.134753151969928,-0.663708095578923
"288","Washington",2016,14.9,11,3.8,0.0246355051590762,0.0570350550198299,-0.78017816138374
"289","West Virginia",2011,15.9,17.5,4.6,0.258749311950298,1.5913407109379,1.11246040794454
"290","West Virginia",2012,17.1,16.7,4.6,0.539685880099764,1.5913407109379,0.879520276334908
"291","West Virginia",2013,16.4,17.3,4.5,0.375806215345908,1.39955250394814,1.05422537504213
"292","West Virginia",2014,18.1,20.6,4.7,0.773799686890986,1.78312891792765,2.01510341793188
"293","West Virginia",2015,17.4,14.5,4.8,0.60992002213713,1.97491712491741,0.238934914408412
"294","West Virginia",2016,19.3,18,5.2,1.05473625504045,2.74206995287645,1.25804799020056
"295","Wisconsin",2011,12.8,13.1,3.3,-0.467003489102489,-0.901905979928961,-0.168710315908449
"296","Wisconsin",2012,12.4,11.4,3.7,-0.560649011818978,-0.134753151969928,-0.663708095578923
"297","Wisconsin",2013,14.4,11,3.5,-0.0924213982365347,-0.518329565949444,-0.78017816138374
"298","Wisconsin",2014,13.1,10.9,3.7,-0.396769347065123,-0.134753151969928,-0.809295677834945
"299","Wisconsin",2015,14.7,11.4,3.5,-0.0221872561991684,-0.518329565949444,-0.663708095578923
"300","Wisconsin",2016,14.7,10.7,3.8,-0.0221872561991684,0.0570350550198299,-0.867530710737354
"301","Wyoming",2011,23.2,10.7,3.5,1.96778010152622,-0.518329565949444,-0.867530710737354
"302","Wyoming",2012,29.6,9.6,3.4,3.46610846499004,-0.710117772939203,-1.1878233917006
"303","Wyoming",2013,21.5,11.8,3.2,1.56978662998114,-1.09369418691872,-0.547238029774105
"304","Wyoming",2014,20.6,9.7,3.3,1.35908420386904,-0.901905979928961,-1.1587058752494
"305","Wyoming",2015,28,9.8,3.7,3.09152637412408,-0.134753151969928,-1.12958835879819
"306","Wyoming",2016,25.2,10.9,3.6,2.43600771510866,-0.326541358959686,-0.809295677834945
